texto,estilo
"Por favor, remítase al informe sobre la chuchu adjunto.",formal
"No sé si convenga meterse en esa jato, ya tú sabes.",evasivo
"¡No me rolees con esa wawa, cómo te atreves!",agresivo
"¡No me rolees con esa chamba, cómo te atreves!",agresivo
"Bueno pe, ya veremos qué onda con esa jato.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Claro, porque la apunada siempre soluciona todo… jajaja.",irónico
"Bueno pe, ya veremos qué onda con esa pachita.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
La achachila será revisada mañana por el comité.,neutro
"Por favor, remítase al informe sobre la jato adjunto.",formal
La pachita será revisada mañana por el comité.,neutro
La información sobre la yapa está en el portal oficial.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"¡No me rolees con esa mishi, cómo te atreves!",agresivo
La jato se encuentra disponible en la oficina central.,neutro
"Por favor, remítase al informe sobre la pe adjunto.",formal
Quedo atento a comentarios adicionales sobre la pachita.,formal
"Sí, seguro la achachila vendrá volando cuando menos lo esperemos.",irónico
"Deja de joder con tu chalina, pe, en serio.",agresivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
Se programó una sesión informativa sobre la jale.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
"No sé si convenga meterse en esa yapa, ya tú sabes.",evasivo
"Claro, porque la achachila siempre soluciona todo… jajaja.",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Por favor, remítase al informe sobre la jato adjunto.",formal
"Eso se hablará después, pata, no me presiones.",evasivo
"Bueno pe, ya veremos qué onda con esa pe.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Quedo atento a comentarios adicionales sobre la yapa.,formal
"¡Qué original tu idea de la jato, nunca lo había oído!",irónico
"Estimado señor, le agradecería clarificar lo relativo a la apunada.",formal
"¡Excelente, más achachila para alegrar el día… dijo nadie!",irónico
El horario de atención para la chamba es de 8 a 16 horas.,neutro
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
La información sobre la ñañu está en el portal oficial.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Claro, porque la chuchu siempre soluciona todo… jajaja.",irónico
"No sé si convenga meterse en esa chamba, ya tú sabes.",evasivo
La información sobre la pachita está en el portal oficial.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
La ñañu se encuentra disponible en la oficina central.,neutro
La información sobre la pata está en el portal oficial.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la mishi.",formal
"¡Qué original tu idea de la chalina, nunca lo había oído!",irónico
"Por favor, remítase al informe sobre la wawa adjunto.",formal
Solicito confirmación de recepción de la documentación pertinente.,formal
El horario de atención para la pachita es de 8 a 16 horas.,neutro
"¡No me rolees con esa apunada, cómo te atreves!",agresivo
La wawa será revisada mañana por el comité.,neutro
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡Excelente, más chalina para alegrar el día… dijo nadie!",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Genial, otra maravilla cortesía de la yapa, pe.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la jale.",formal
"Sí, seguro la apunada vendrá volando cuando menos lo esperemos.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la mishi.",formal
La pata se encuentra disponible en la oficina central.,neutro
El horario de atención para la jale es de 8 a 16 horas.,neutro
La achachila será revisada mañana por el comité.,neutro
"¡No me rolees con esa pachita, cómo te atreves!",agresivo
La información sobre la jato está en el portal oficial.,neutro
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
La información sobre la wawa está en el portal oficial.,neutro
La jale será revisada mañana por el comité.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
El horario de atención para la chamba es de 8 a 16 horas.,neutro
"Por favor, remítase al informe sobre la pe adjunto.",formal
"Bueno pe, ya veremos qué onda con esa pe.",evasivo
"Por favor, remítase al informe sobre la pe adjunto.",formal
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la chalina.",formal
"¡Qué original tu idea de la chalina, nunca lo había oído!",irónico
Se programó una sesión informativa sobre la pachita.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
"Eso se hablará después, pata, no me presiones.",evasivo
"Por favor, remítase al informe sobre la pe adjunto.",formal
El horario de atención para la pe es de 8 a 16 horas.,neutro
La ñañu será revisada mañana por el comité.,neutro
"Por favor, remítase al informe sobre la wawa adjunto.",formal
La chamba se encuentra disponible en la oficina central.,neutro
¡Que no te vea merodeando con esa chalina o verás!,agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Bueno pe, ya veremos qué onda con esa apunada.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
¡Que no te vea merodeando con esa apunada o verás!,agresivo
"Sí, seguro la chalina vendrá volando cuando menos lo esperemos.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
La mishi se encuentra disponible en la oficina central.,neutro
"Bueno pe, ya veremos qué onda con esa apunada.",evasivo
"Sí, seguro la wawa vendrá volando cuando menos lo esperemos.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la mishi.",formal
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Claro, porque la pachita siempre soluciona todo… jajaja.",irónico
El horario de atención para la jale es de 8 a 16 horas.,neutro
La pachita se encuentra disponible en la oficina central.,neutro
La yapa se encuentra disponible en la oficina central.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Claro, porque la achachila siempre soluciona todo… jajaja.",irónico
La información sobre la chalina está en el portal oficial.,neutro
Quedo atento a comentarios adicionales sobre la pata.,formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
El horario de atención para la pe es de 8 a 16 horas.,neutro
¡Que no te vea merodeando con esa chuchu o verás!,agresivo
"Por favor, remítase al informe sobre la yapa adjunto.",formal
"¡Qué original tu idea de la chamba, nunca lo había oído!",irónico
La información sobre la pachita está en el portal oficial.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Por favor, remítase al informe sobre la pachita adjunto.",formal
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Sí, seguro la pe vendrá volando cuando menos lo esperemos.",irónico
"Claro, porque la jato siempre soluciona todo… jajaja.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"Eso se hablará después, pata, no me presiones.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Sí, seguro la chuchu vendrá volando cuando menos lo esperemos.",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
La achachila será revisada mañana por el comité.,neutro
"¡Excelente, más apunada para alegrar el día… dijo nadie!",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
El horario de atención para la wawa es de 8 a 16 horas.,neutro
¡Que no te vea merodeando con esa ñañu o verás!,agresivo
El horario de atención para la ñañu es de 8 a 16 horas.,neutro
La mishi será revisada mañana por el comité.,neutro
"Genial, otra maravilla cortesía de la mishi, pe.",irónico
"Bueno pe, ya veremos qué onda con esa jato.",evasivo
¡Que no te vea merodeando con esa ñañu o verás!,agresivo
¡Que no te vea merodeando con esa pata o verás!,agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Por favor, remítase al informe sobre la yapa adjunto.",formal
Se programó una sesión informativa sobre la pe.,neutro
"¡Excelente, más jato para alegrar el día… dijo nadie!",irónico
"No sé si convenga meterse en esa jato, ya tú sabes.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Bueno pe, ya veremos qué onda con esa chalina.",evasivo
"¡Excelente, más achachila para alegrar el día… dijo nadie!",irónico
Quedo atento a comentarios adicionales sobre la apunada.,formal
La información sobre la chuchu está en el portal oficial.,neutro
La wawa será revisada mañana por el comité.,neutro
"Deja de joder con tu wawa, pe, en serio.",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
La mishi se encuentra disponible en la oficina central.,neutro
El horario de atención para la jale es de 8 a 16 horas.,neutro
Se programó una sesión informativa sobre la pachita.,neutro
"Claro, porque la chamba siempre soluciona todo… jajaja.",irónico
"No sé si convenga meterse en esa mishi, ya tú sabes.",evasivo
"Sí, seguro la achachila vendrá volando cuando menos lo esperemos.",irónico
Se programó una sesión informativa sobre la mishi.,neutro
"Por favor, remítase al informe sobre la mishi adjunto.",formal
Se programó una sesión informativa sobre la wawa.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Deja de joder con tu chuchu, pe, en serio.",agresivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la chamba.",formal
La información sobre la wawa está en el portal oficial.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
La información sobre la pe está en el portal oficial.,neutro
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
La pachita será revisada mañana por el comité.,neutro
La información sobre la achachila está en el portal oficial.,neutro
"Deja de joder con tu chalina, pe, en serio.",agresivo
"No sé si convenga meterse en esa ñañu, ya tú sabes.",evasivo
Se programó una sesión informativa sobre la chamba.,neutro
"Genial, otra maravilla cortesía de la ñañu, pe.",irónico
Quedo atento a comentarios adicionales sobre la achachila.,formal
"Por favor, remítase al informe sobre la chuchu adjunto.",formal
"Sí, seguro la chamba vendrá volando cuando menos lo esperemos.",irónico
La achachila será revisada mañana por el comité.,neutro
"Genial, otra maravilla cortesía de la chalina, pe.",irónico
La información sobre la achachila está en el portal oficial.,neutro
"Deja de joder con tu jale, pe, en serio.",agresivo
"No sé si convenga meterse en esa chalina, ya tú sabes.",evasivo
La yapa será revisada mañana por el comité.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la pachita.",formal
"Deja de joder con tu yapa, pe, en serio.",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
El horario de atención para la chuchu es de 8 a 16 horas.,neutro
La achachila será revisada mañana por el comité.,neutro
"Genial, otra maravilla cortesía de la chuchu, pe.",irónico
La yapa se encuentra disponible en la oficina central.,neutro
"¡No me rolees con esa chamba, cómo te atreves!",agresivo
"¡Qué original tu idea de la pachita, nunca lo había oído!",irónico
"¡Qué original tu idea de la pe, nunca lo había oído!",irónico
"Deja de joder con tu chalina, pe, en serio.",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Sí, seguro la chuchu vendrá volando cuando menos lo esperemos.",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
El horario de atención para la wawa es de 8 a 16 horas.,neutro
"Eso se hablará después, pata, no me presiones.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
